DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,FORM_NAME,FORM_50,COMMON_CONTROL_1,COMMON_CONTROL_2,MULTIPLE_MEASUREMENT,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
127,1482,Clomazone,12.7,EC50,Command 360 CS,155.7,1482_a,1482_a,1482_1,Daphnia magna,Water flea,48,Herbicide,,Acute,Capsule Suspension,YES,NA,,
128,1482,Clomazone,34,EC50,Command 360 CS,357,1482_b,1482_b,1482_2,Lemna gibba,,168,Herbicide,,Acute,Capsule Suspension,YES,NA,,
129,1482,Clomazone,4.1,EC50,Command 360 CS,116.1,1482_c,1482_c,1482_3,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Capsule Suspension,YES,NA,,
130,1484,Fludioxonil,>5000,LD50,Celest 025 FS,>3000,1484_a,1484_a,1484_1,,Mammals,,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
131,1484,Fludioxonil,0.23,LC50,Celest 025 FS,0.583,1484_b,1484_b,1484_2,Oncorhynchus mykiss,Rainbow trout ,96,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
132,1481,Prosulfocarb,0.51,EC50,A-8545 C ,0.42,1481_a,1481_a,1481_1,Daphnia magna,Water flea,48,Herbicide,,Acute,UNSURE,YES,NA,,
133,1481,Prosulfocarb,0.12,EC50,80% EC,0.114,1481_b,1481_b,1481_2,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
134,1481,Prosulfocarb,>80,LD50,SF245,>79.3,1481_c,1481_c,1481_3,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,UNSURE,YES,NA,,
135,1481,Prosulfocarb,71.8,LC50,80EW,>54.5,1481_d,1481_e,1481_4,Eisenia foetida,Earthworm,336,Herbicide,,Acute,UNSURE,YES,NA,,
136,1481,Prosulfocarb,71.8,LC50,80EC,>3,1481_d,1481_f,1481_5,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
137,1486,Quinoclamine,>2000,LD50,Mogeton,>500,1486_a,1486_a,1486_1,,Birds,,Herbicide,,Acute,Wettable Powder,YES,NA,,
138,1486,Quinoclamine,394,LD50,Mogeton,>206,1486_b,1486_b,1486_2,,Birds,,Herbicide,,Short-term,Wettable Powder,YES,NA,,
139,1486,Quinoclamine,500,LD50,Mogeton,>1250,1486_c,1486_c,1486_3,,Mammals,,Herbicide,,Acute,Wettable Powder,YES,NA,,
140,1486,Quinoclamine,0.063,LC50,Mogeton,0.12,1486_d,1486_d,1486_4,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Wettable Powder,YES,NA,,
141,1486,Quinoclamine,2.15,EC50,Mogeton,0.93,1486_e,1486_e,1486_5,Daphnia magna,Water flea,48,Herbicide,,Acute,Wettable Powder,YES,NA,,
142,1486,Quinoclamine,0.022,EC50,Mogeton,0.022,1486_f,1486_f,1486_6,Scenedesmus subspicatus,,72,Herbicide,,Acute,Wettable Powder,YES,NA,,
143,1486,Quinoclamine,187,LC50,Mogeton,230,1486_g,1486_g,1486_7,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Wettable Powder,YES,NA,,
144,1485,Fenoxaprop-P-ethyl,>3150,LD50,Puma S69,>2769,1485_a,1485_a,1485_1,,Rat,,Herbicide,,Acute,Oil in water emulsion,NO,YES,,
145,1485,Fenoxaprop-P-ethyl,>199,LD50,Puma S69,23.2,1485_b,1485_b,1485_2,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Oil in water emulsion,YES,NA,,
146,1485,Fenoxaprop-P-ethyl,>200,LD50,Puma S69,>36.4,1485_c,1485_c,1485_3,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Oil in water emulsion,YES,NA,,
147,1489,Amidosulfuron,>2000,LD50,Gratil,>2000,1489_a,1489_a,1489_1,Coturnix japonica,Japanese quail,,Herbicide,,Acute,Water dispersible granule ,UNSURE,,,
148,1489,Amidosulfuron,>320,LC50,Gratil,113.9,1489_b,1489_b,1489_2,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
149,1489,Amidosulfuron,36,EC50,Gratil,141.9,1489_c,1489_c,1489_3,Daphnia magna,Water flea,48,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
150,1489,Amidosulfuron,47,EC50,Gratil,25.8,1489_d,1489_d,1489_4,Scenedesmus subspicatus,,72,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
151,1489,Amidosulfuron,0.0092,EC50,Gratil,0.00765,1489_e,1489_e,1489_5,Lemna gibba,,118,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
152,1489,Amidosulfuron,>1000,LC50,Gratil,>750,1489_f,1489_f,1489_6,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Water dispersible granule ,YES,NA,,
153,1491,Nicosulfuron,>2000,LD50,SL-950 4% SC,>2000,1491_a,1491_a,1491_1,Colinus virginianus,Bobwhite quail ,,Herbicide,,Acute,Oil dispersion,UNSURE,,,
154,1491,Nicosulfuron,>2000,LD50,SL-950 4% SC,>2000,1491_b,1491_b,1491_2,Anas platyrhynchos,Mallard duck,,Herbicide,,Acute,Oil dispersion,UNSURE,,,
155,1491,Nicosulfuron,65.7,LC50,SL-950 4% SC,3.1,1491_c,1491_c,1491_3,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Oil dispersion,YES,NA,,
156,1491,Nicosulfuron,90,EC50,SL-950 4% SC,3.3,1481_d,1481_d,1491_4,Daphnia magna,Water flea,48,Herbicide,,Acute,Oil dispersion,YES,NA,,
157,1491,Nicosulfuron,0.0027,EC50,SL-950 4% SC,0.0042,1481_e,1481_e,1491_5,Lemna gibba,,118,Herbicide,,Acute,Oil dispersion,YES,NA,,
158,1491,Nicosulfuron,>1000,LC50,SL-950 4% SC,>1000,1481_f,1481_f,1491_6,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Oil dispersion,UNSURE,,,
159,1490,Fenpropidin,>10,LD50,Tern 750 EC,99.9,1490_a,1490_a,1490_1,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
160,1490,Fenpropidin,46,LD50,Tern 750 EC,55.3,1490_b,1490_b,1490_2,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
161,1487,Acequinocyl,3.9,EC50,Kanemite,2.36,1487_a,1487_a,1487_1,Daphnia magna,Water flea,48,Acaricide,,Acute,Suspension Concentrate,YES,NA,,
162,1505,Flutolanil,>3.2,EC50,Moncut 40 SC ,12.3,1505_a,1505_a,1505_1,Pseudokirchneriella subcapitata,,72,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
163,1500,Benfluralin,>100,EC50,Bonalan,6.91,1500_a,1500_a,1500_1,Daphnia magna,Water flea,48,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
164,1500,Benfluralin,>100,EC50,Bonalan,0.73,1500_b,1500_b,1500_2,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
165,1500,Benfluralin,>110.7,LD50,Bonalan,>31.25,1500_c,1500_c,1500_3,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
166,1500,Benfluralin,>100,LD50,Bonalan,>100,1500_d,1500_d,1500_4,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
167,1500,Benfluralin,>500,LC50,Bonalan,139.5,1500_e,1500_e,1500_5,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
168,1503,Buprofezin,>0.42,EC50,Applaud 25 WP,>1.5,1503_a,1503_a,1503_1,Daphnia magna,Water flea,48,Insecticide,,Acute,Wettable Powder,YES,NA,,
169,1503,Buprofezin,>2.1,EC50,Applaud 25 WP,>1,1503_b,1503_b,1503_2,Selenastrum capricornutum,,96,Insecticide,,Acute,Wettable Powder,YES,NA,,
170,1503,Buprofezin,>163.5,LD50,Applaud 25 WP,>100,1503_c,1503_c,1503_3,Apis mellifera,Honeybee,,Insecticide,Oral,Acute,Wettable Powder,YES,NA,,
171,1503,Buprofezin,>200,LD50,Applaud 25 WP,>100,1503_d,1503_d,1503_4,Apis mellifera,Honeybee,,Insecticide,Contact,Acute,Wettable Powder,YES,NA,,
172,1503,Buprofezin,>500,LC50,Applaud 25 WP,>500,1503_e,1503_e,1503_5,Eisenia foetida,Earthworm,336,Insecticide,,Acute,Wettable Powder,YES,NA,,
173,1498,Bromucanazole,0.169,EC50,EXP10064C,2.88,1498_a,1498_a,1498_1,Pseudokirchneriella subcapitata,,120,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
174,1498,Bromucanazole,>500,LC50,EXP10064B,117,1498_b,1498_b,1498_2,Eisenia foetida,Earthworm,,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
175,1499,Fluazinam,4100,LD50,Fluazinam 500 SC,>2000,1499_a,1499_a,1499_1,Rattus norvegicus,,,Fungicide,,Acute,Suspension Concentrate,UNSURE,,,
176,1499,Fluazinam,>100,LD50,Fluazinam 500 SC,>101,1499_b,1499_b,1499_2,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Suspension Concentrate,YES,NA,,
177,1499,Fluazinam,>500,LC50,Fluazinam 500 SC,>341,1499_c,1499_c,1499_3,Eisenia foetida,Earthworm,336,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
178,1502,Epoxiconazole,1.19,EC50,Opus,0.1,1502_a,1502_a,1502_1,Pseudokirchneriella subcapitata,,72,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
179,1502,Epoxiconazole,8.69,EC50,Opus,0.22,1502_b,1502_b,1502_2,Daphnia magna,Water flea,48,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
180,1502,Epoxiconazole,3.14,LC50,Opus,0.059,1502_c,1502_c,1502_3,Oncorhynchus mykiss,Rainbow trout ,96,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
181,1502,Epoxiconazole,>83,LD50,Opus,>69.9,1502_d,1502_d,1502_4,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Suspension Concentrate,YES,NA,,
182,1502,Epoxiconazole,>100,LD50,Opus,>59.7,1502_e,1502_e,1502_5,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Suspension Concentrate,YES,NA,,
183,1502,Epoxiconazole,>500,LC50,Opus,>62.5,1502_f,1502_f,1502_6,,Earthworm,,Fungicide,,Acute,Suspension Concentrate,YES,NA,,
184,1496,Tralkoxydim,>175,EC50,YF 7763B,163,1496_a,1496_a,1496_1,Daphnia magna,Water flea,,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
185,1496,Tralkoxydim,>100,LD50,A-12706 A,>100,1496_b,1496_b,1496_2,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Suspension Concentrate,YES,NA,,
186,1496,Tralkoxydim,>1000,LC50,A-12706 A,>1000,1496_c,1496_c,1496_3,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
187,1501,Fenpropimorph,>1,EC50,RO 14-3169/002,0.21,1501_a,1501_a,1501_1,Pseudokirchneriella subcapitata,,72,Fungicide,,Acute,UNSURE,YES,NA,,
188,1501,Fenpropimorph,2.24,EC50,RO 14-3169/002,1.13,1501_b,1501_b,1501_2,Daphnia magna,Water flea,48,Fungicide,,Acute,UNSURE,YES,NA,,
189,1501,Fenpropimorph,>95.6,LD50,BAS 421 12 F,>79.5,1501_c,1501_c,1501_3,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,UNSURE,UNSURE,,,
190,1501,Fenpropimorph,>100,LD50,BAS 421 12 F,>100,1501_d,1501_d,1501_4,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,UNSURE,UNSURE,,,
191,1495,Metazachlor,33,EC50,Fuego,29.7,1495_a,1495_a,1495_1,Daphnia magna,Water flea,48,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
192,1495,Metazachlor,0.0318,EC50,BAS 479 22H,0.012,1495_b,1495_b,1495_2,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
193,1495,Metazachlor,0.031,EC50,Fuego,0.0488,1495_c,1495_c,1495_3,Scenedesmus subspicatus,,72,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
194,1495,Metazachlor,0.0071,EC50,BAS 479 22H,0.014,1495_d,1495_d,1495_4,Lemna gibba,,118,Herbicide,,Acute,Suspension Concentrate,UNSURE,,,
195,1495,Metazachlor,>72.19,LD50,BAS 479 22H,>92.12,1495_e,1495_e,1495_5,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Suspension Concentrate,YES,NA,,
196,1495,Metazachlor,>100,LD50,BAS 479 22H,>100,1495_f,1495_f,1495_6,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Suspension Concentrate,YES,NA,,
197,1495,Metazachlor,>500,LC50,BAS 479 22H,>250,1495_g,1495_g,1495_7,,Earthworm,336,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
198,1513,Aclonifen,>5000,LD50,Bandur SC 600,2770,1513_a,1513_a,1515_1,,Rat,,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
199,1513,Aclonifen,>107,LD50,Bandur SC 600,>142,1513_b,1513_b,1515_2,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Suspension Concentrate,NO,YES,,
200,1513,Aclonifen,>100,LD50,Bandur SC 600,>123,1513_c,1513_c,1515_3,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Suspension Concentrate,NO,YES,,
201,1513,Aclonifen,150,LC50,Bandur SC 600,97,1513_d,1513_d,1515_4,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
202,1506,Sulcotrione,>5000,LD50,Mikado,>2000,1506_a,1506_a,1506_1,,Rat,,Herbicide,,Acute,Suspension Concentrate,UNSURE,,,
203,1506,Sulcotrione,227,LC50,Mikado,100,1506_b,1506_b,1506_2,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
204,1506,Sulcotrione,>848,EC50,Mikado,200,1506_c,1506_c,1506_3,Daphnia magna,Water flea,48,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
205,1506,Sulcotrione,50,LD50,Mikado,229,1506_d,1506_d,1506_4,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Suspension Concentrate,NO,YES,,
206,1506,Sulcotrione,200,LD50,Mikado,229,1506_e,1506_e,1506_5,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Suspension Concentrate,NO,YES,,
207,1506,Sulcotrione,>1000,LC50,Mikado,>1000,1506_f,1506_f,1506_6,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
208,1511,Flurprimidol,11.8,EC50,Topflor,0.688,1511_a,1511_a,1511_1,Daphnia magna,Water flea,48,Plant growth regulator,,Acute,Micro-emulsion,YES,NA,,
209,1511,Flurprimidol,1.05,EC50,Topflor,0.624,1511_b,1511_b,1511_2,Pseudokirchneriella subcapitata,,72,Plant growth regulator,,Acute,Micro-emulsion,YES,NA,,
210,1511,Flurprimidol,>100,LD50,Topflor,>0.0498,1511_c,1511_c,1511_3,Apis mellifera,Honeybee,,Plant growth regulator,Oral,Acute,Micro-emulsion,NO,YES,,
211,1511,Flurprimidol,>100,LD50,Topflor,>0.0756,1511_d,1511_d,1511_4,Apis mellifera,Honeybee,,Plant growth regulator,Contact,Acute,Micro-emulsion,NO,YES,,
212,1511,Flurprimidol,164,LC50,Topflor,>19,1511_e,1511_e,1511_5,Eisenia foetida,Earthworm,336,Plant growth regulator,,Acute,Micro-emulsion,NO,YES,,
213,1509,Tetraconazole,3,EC50,Eminent 40 ME,1.6,1509_a,1509_a,1509_1,Daphnia magna,Water flea,48,Fungicide,,Acute,Micro-emulsion,UNSURE,,,
214,1509,Tetraconazole,0.41,EC50,Eminent 40 ME,1.5,1509_b,1509_b,1509_2,Scenedesmus subspicatus,,72,Fungicide,,Acute,Micro-emulsion,UNSURE,,,
215,1509,Tetraconazole,>130,LD50,Eminent 40 ME,16.3,1509_c,1509_c,1509_3,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Micro-emulsion,YES,NA,,
216,1509,Tetraconazole,63,LD50,Eminent 40 ME,27.2,1509_d,1509_d,1509_4,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Micro-emulsion,YES,NA,,
217,1509,Tetraconazole,71,LC50,Eminent 40 ME,>19.12,1509_e,1509_e,1509_5,Eisenia foetida,Earthworm,336,Fungicide,,Acute,Micro-emulsion,YES,NA,,
218,1514,Acetochlor,928,LD50,GF-675,1345,1514_a,1514_b,1514_1,Colinus virginianus,Bobwhite quail ,,Herbicide,,Acute,Capsule Suspension,YES,NA,,
219,1514,Acetochlor,928,LD50,MON 69447,375,1514_a,1514_c,1514_2,Colinus virginianus,Bobwhite quail ,,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
220,1514,Acetochlor,8.6,EC50,WF-2061,7.4,1514_e,1514_p,1514_4,Daphnia magna,Water flea,48,Herbicide,,Acute,UNSURE,YES,NA,,
221,1514,Acetochlor,8.6,EC50,GF-675,>6.4,1514_e,1514_q,1514_5,Daphnia magna,Water flea,48,Herbicide,,Acute,Capsule Suspension,YES,NA,,
222,1514,Acetochlor,0.00052,EC50,GF-675,0.001,1514_f,1514_g,1514_6,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Capsule Suspension,UNSURE,,,
223,1514,Acetochlor,0.00052,EC50,MON 69447,0.00155,1514_f,1514_h,1514_7,Pseudokirchneriella subcapitata,,72,Herbicide,,Acute,Emusifiable Concentrate,UNSURE,,,
224,1514,Acetochlor,>100,LD50,WF-2061,>116,1514_i,1514_j,1514_8,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,UNSURE,YES,NA,,
225,1514,Acetochlor,>100,LD50,MON 69447,>153,1514_i,1514_k,1514_9,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
226,1514,Acetochlor,>200,LD50,WF-2061,>200,1514_l,1514_m,1514_10,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,UNSURE,YES,NA,,
227,1514,Acetochlor,>200,LD50,MON 69447,>154,1514_l,1514_n,1514_11,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
228,1514,Acetochlor,105.5,LC50,MON 69447,221,1514_o,1514_o,1514_12,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
229,1517,Cymoxanil,760,LD50,Cym 50,1200,1517_a,1517_a,1517_1,Rattus norvegicus,,,Fungicide,,Acute,Wettable Powder,UNSURE,,,
230,1517,Cymoxanil,>1000,LC50,Cym 50,>505,1517_b,1517_b,1517_2,Eisenia foetida,Earthworm,336,Fungicide,,Acute,Wettable Powder,YES,NA,,
231,1512,Cyromazine,>100,LC50,Trigard 75 WP,>75,1512_a,1512_a,1512_1,Oncorhynchus mykiss,Rainbow trout ,96,Insecticide,,Acute,Wettable Powder,YES,NA,,
232,1512,Cyromazine,>100,EC50,Trigard 75 WP,68,1512_b,1512_b,1512_2,Daphnia magna,Water flea,48,Insecticide,,Acute,Wettable Powder,YES,NA,,
233,1516,Dimethachlor,1600,LD50,Teridox 500 EC,>2000,1516_a,1516_a,1516_1,,Rat,,Herbicide,,Acute,Emusifiable Concentrate,UNSURE,,,
234,1516,Dimethachlor,3.9,LC50,Teridox 500 EC,4.5,1516_b,1516_b,1516_2,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
235,1516,Dimethachlor,24,EC50,Teridox 500 EC,8.54,1516_c,1516_c,1516_3,Daphnia magna,Water flea,48,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
236,1516,Dimethachlor,>300,LD50,Teridox 500 EC,>110,1516_d,1516_d,1516_4,Apis mellifera,Honeybee,,Herbicide,Oral,Acute,Emusifiable Concentrate,NO,YES,,
237,1516,Dimethachlor,>200,LD50,Teridox 500 EC,>105,1516_e,1516_e,1516_5,Apis mellifera,Honeybee,,Herbicide,Contact,Acute,Emusifiable Concentrate,NO,YES,,
238,1516,Dimethachlor,70,LC50,Teridox 500 EC,96,1516_f,1516_f,1516_6,Eisenia foetida,Earthworm,336,Herbicide,,Acute,Emusifiable Concentrate,YES,NA,,
239,1520,Dodemorph acetate,>106.3,LD50,Mehltaumittel,73.4,1520_a,1520_a,1520_1,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
240,1520,Dodemorph acetate,>76.6,LD50,Mehltaumittel,144,1520_b,1520_b,1520_2,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
241,1520,Dodemorph acetate,>412,LC50,Mehltaumittel,165,1520_c,1520_c,1520_3,Eisenia foetida,Earthworm,336,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
242,1515,Penconazole,1130,LC50,Topas 10 EC,680,1515_a,1515_a,1515_1,Oncorhynchus mykiss,Rainbow trout ,96,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
243,1515,Penconazole,6750,EC50,Topas 10 EC,3880,1515_b,1515_b,1515_2,Daphnia magna,Water flea,48,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
244,1515,Penconazole,>331.5,LC50,Topas 10 EC,>50,1515_c,1515_c,1515_3,Eisenia foetida,Earthworm,336,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
245,1508,Tebuconazole,1700,LD50,Folicur EW 250,>500,1508_a,1508_a,1508_1,,Rat,,Fungicide,,Acute,Oil in water emulsion,NO,YES,,
246,1508,Tebuconazole,5.3,EC50,Folicur EW 250,5.83,1508_b,1508_b,1508_2,Scenedesmus subspicatus,,72,Fungicide,,Acute,Oil in water emulsion,YES,NA,,
247,1508,Tebuconazole,>83.95,LD50,Folicur EW 250,>187,1508_c,1508_c,1508_3,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Oil in water emulsion,YES,NA,,
248,1508,Tebuconazole,1381,LC50,Folicur EW 250,>254,1508_d,1508_d,1508_4,Eisenia foetida,Earthworm,336,Fungicide,,Acute,Oil in water emulsion,YES,NA,,
249,1521,Triadimenol,17.4,LC50,Bayfidan EC250,18.2,1521_a,1521_a,1521_1,Leuciscus idus,,96,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
250,1521,Triadimenol,51,EC50,Bayfidan EC250,58.6,1521_b,1521_b,1521_2,Daphnia magna,Water flea,48,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
251,1521,Triadimenol,38,EC50,Bayfidan EC250,9.61,1521_c,1521_c,1521_3,Pseudokirchneriella subcapitata,,72,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
252,1521,Triadimenol,>224.8,LD50,Bayfidan EC250,64.4,1521_d,1521_d,1521_4,Apis mellifera,Honeybee,,Fungicide,Oral,Acute,Emusifiable Concentrate,YES,NA,,
253,1521,Triadimenol,>200,LD50,Bayfidan EC250,>200,1521_e,1521_e,1521_5,Apis mellifera,Honeybee,,Fungicide,Contact,Acute,Emusifiable Concentrate,YES,NA,,
254,1521,Triadimenol,390.5,LC50,Bayfidan EC250,>89,1521_f,1521_f,1521_6,Eisenia foetida,Earthworm,,Fungicide,,Acute,Emusifiable Concentrate,YES,NA,,
255,1518,Metamitron,>190,LC50,Goltix SC 700,>114,1518_a,1518_a,1518_1,Oncorhynchus mykiss,Rainbow trout ,96,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
256,1518,Metamitron,5.7,EC50,Goltix SC 700,97.6,1518_b,1518_b,1518_2,Daphnia magna,Water flea,48,Herbicide,,Acute,Suspension Concentrate,YES,NA,,
